,k1,k2,
1690,244.81477,238.88542,CNN
1691,249.01506,237.49573,CNN
1692,246.57135,234.6108,CNN
1693,247.57059,222.57336,CNN
1694,246.6336,248.56926,CNN
1695,239.163,247.25526,CNN
1696,247.63985,235.28458,CNN
1697,248.18637,233.03345,CNN
1698,234.63718,244.64627,CNN
1699,249.28708,236.42496,CNN
1700,248.35803,249.57596,CNN
1701,246.17523,243.48233,CNN
1702,248.36514,242.7215,CNN
1703,248.62878,245.99246,CNN
1704,248.0252,226.27922,CNN
1705,246.22423,235.97394,CNN
1706,249.90286,220.34186,CNN
1707,248.20854,249.33856,CNN
1708,248.39973,243.13231,CNN
1709,246.29515,235.26549,CNN
1710,248.23665,245.4008,CNN
1711,248.30278,234.40097,CNN
1712,243.40042,237.48604,CNN
1713,247.76022,234.57867,CNN
1714,242.40814,237.23361,CNN
1715,248.51791,237.1528,CNN
1716,248.09651,248.3831,CNN
1717,244.83305,244.53928,CNN
1718,244.3662,236.6279,CNN
1719,240.00374,248.10283,CNN
1720,249.01178,247.14543,CNN
1721,248.33168,233.9922,CNN
1722,246.02553,247.20073,CNN
1723,248.92696,243.79402,CNN
1724,249.3778,234.75764,CNN
1725,249.88303,228.34978,CNN
1726,246.85966,240.95456,CNN
1727,246.54375,219.44667,CNN
1728,247.91272,242.55087,CNN
1729,244.76277,230.32867,CNN
1730,245.52374,246.27151,CNN
1731,246.2986,237.33974,CNN
1732,243.86159,248.58655,CNN
1733,244.09444,229.75021,CNN
1734,245.06499,239.64067,CNN
1735,246.49052,238.276,CNN
1736,246.57593,247.49437,CNN
1737,248.68436,237.33997,CNN
1738,245.03372,245.99191,CNN
1739,247.10976,247.22737,CNN
1740,242.54678,242.97545,CNN
1741,248.182,247.13713,CNN
1742,248.82376,224.48987,CNN
1743,248.02647,225.95274,CNN
1744,244.88737,215.26845,CNN
1745,249.64238,228.62074,CNN
1746,248.75334,249.77142,CNN
1747,248.46254,225.15027,CNN
1748,247.8923,248.2849,CNN
1749,246.75569,248.27562,CNN
1750,245.75693,249.04721,CNN
1751,245.3637,243.74965,CNN
1752,249.39638,228.0729,CNN
1753,244.76654,237.67657,CNN
1754,238.66556,239.20683,CNN
1755,248.25645,235.66998,CNN
1756,245.30652,235.48643,CNN
1757,244.95187,239.21915,CNN
1758,247.93474,249.45268,CNN
1759,243.68031,245.74463,CNN
1760,241.46233,249.81602,CNN
1761,242.75378,246.73628,CNN
1762,237.09802,247.25984,CNN
1763,247.54808,212.698,CNN
1764,247.64218,231.74461,CNN
1765,242.66887,246.85733,CNN
1766,245.5727,235.30112,CNN
1767,242.2522,245.25215,CNN
1768,245.77412,248.11374,CNN
1769,248.44756,243.12944,CNN
1770,246.44861,245.256,CNN
1771,248.58765,240.35988,CNN
1772,247.64561,209.91927,CNN
1773,241.20142,243.89603,CNN
1774,246.82422,212.72075,CNN
1775,247.17938,249.15579,CNN
1776,244.54427,237.96162,CNN
1777,248.40373,244.78485,CNN
1778,249.14555,246.84238,CNN
1779,246.319,244.27925,CNN
1780,248.50302,249.27473,CNN
1781,245.60652,245.78368,CNN
1782,247.86893,246.91739,CNN
1783,248.46695,248.50316,CNN
1784,242.06926,247.48245,CNN
1785,230.4321,244.30138,CNN
1786,241.60883,248.87192,CNN
1787,247.88797,247.42992,CNN
1788,244.10013,236.8622,CNN
1789,245.97223,247.58524,CNN
1790,240.65498,237.76161,CNN
1791,247.85919,238.4016,CNN
1792,240.47897,245.64139,CNN
1793,245.23027,237.85117,CNN
1794,244.21642,233.01161,CNN
1795,243.99846,226.18182,CNN
1796,243.23048,247.19377,CNN
1797,242.14496,240.97556,CNN
1798,249.30324,231.8026,CNN
1799,249.80745,232.29501,CNN
1800,242.64441,241.99419,CNN
1801,240.00346,242.61195,CNN
1802,248.46616,241.69867,CNN
1803,245.15747,242.94675,CNN
1804,247.5551,246.4828,CNN
1805,249.8726,243.54146,CNN
1806,241.69083,248.96661,CNN
1807,247.05933,241.7534,CNN
1808,241.9812,249.1103,CNN
1809,238.35135,247.09581,CNN
1810,248.50832,249.7331,CNN
1811,249.61247,221.71565,CNN
1812,245.86317,236.51538,CNN
1813,249.91104,225.33624,CNN
1814,249.1461,227.87952,CNN
1815,247.19795,242.71063,CNN
1816,243.77438,247.1418,CNN
1817,246.88742,233.77164,CNN
1818,244.22665,244.74442,CNN
1819,245.01422,248.50183,CNN
1820,249.54054,246.0582,CNN
1821,248.00014,242.275,CNN
1822,247.37613,243.96272,CNN
1823,249.6328,233.38728,CNN
1824,240.96947,244.22935,CNN
1825,247.20119,247.36032,CNN
1826,248.93825,246.11452,CNN
1827,248.88118,236.36525,CNN
1828,239.71317,224.42744,CNN
1829,247.81903,229.26833,CNN
1830,249.40114,236.79655,CNN
1831,246.29207,245.40414,CNN
1832,248.853,241.13776,CNN
1833,248.23471,241.98851,CNN
1834,246.41042,240.34067,CNN
1835,235.0213,222.66747,CNN
1836,248.78847,246.80885,CNN
1837,247.80229,245.65651,CNN
1838,249.48767,226.83713,CNN
1839,247.18246,242.39583,CNN
1840,244.57968,248.23322,CNN
1841,247.56897,229.72234,CNN
1842,246.66434,234.67372,CNN
1843,247.5375,245.69066,CNN
1844,242.09084,240.86134,CNN
1845,247.88205,213.46991,CNN
1846,249.19159,233.54213,CNN
1847,249.82317,237.98917,CNN
1848,232.9187,244.0306,CNN
1849,248.32541,238.8994,CNN
1850,246.67015,232.53659,CNN
1851,246.70526,244.94478,CNN
1852,243.3929,208.94077,CNN
1853,244.60966,243.47778,CNN
1854,245.34067,248.29883,CNN
1855,249.90565,248.17406,CNN
1856,247.57014,243.5631,CNN
1857,243.37567,241.2636,CNN
1858,242.2436,238.31741,CNN
1859,248.99649,239.93326,CNN
1860,240.62456,249.09445,CNN
1861,249.10516,230.48166,CNN
1862,241.06691,231.16074,CNN
1863,247.4607,243.08203,CNN
1864,249.62753,231.24927,CNN
1865,243.72809,249.45003,CNN
1866,239.19061,235.15262,CNN
1867,249.27866,241.5446,CNN
1868,248.72995,239.28877,CNN
1869,244.29631,238.73827,CNN
1870,247.62444,249.82274,CNN
1871,246.6033,249.67467,CNN
1872,242.9924,246.98013,CNN
1873,249.81004,242.91638,CNN
1874,248.55965,244.04605,CNN
1875,239.33777,249.0933,CNN
1876,247.70871,234.43372,CNN
1877,249.77734,249.33746,CNN
1878,238.45802,239.59007,CNN
1879,244.85966,244.64362,CNN
1880,246.18578,249.64178,CNN
1881,242.62611,246.8087,CNN
1882,242.77452,246.57993,CNN
1883,249.86192,221.39662,CNN
1884,245.48106,245.1204,CNN
1885,249.61598,230.43698,CNN
1886,237.47585,243.28685,CNN
1887,249.01208,242.44786,CNN
1888,248.63129,244.04988,CNN
1889,244.39226,240.34718,CNN
1890,242.76791,246.85559,CNN
1891,241.6816,236.68932,CNN
1892,247.5735,246.3389,CNN
1893,246.55841,238.03549,CNN
1894,249.47389,230.6337,CNN
1895,244.17393,240.79044,CNN
1896,242.02678,246.70053,CNN
1897,246.74994,245.77985,CNN
1898,248.4341,220.11635,CNN
1899,245.2708,247.3065,CNN
1900,236.79326,240.12338,CNN
1901,248.42667,246.94688,CNN
1902,242.10226,247.52905,CNN
1903,247.28557,238.76721,CNN
1904,246.68063,240.1923,CNN
1905,248.45871,242.50914,CNN
1906,236.56245,248.37788,CNN
1907,247.35144,248.50563,CNN
1908,247.48169,223.55594,CNN
1909,247.90027,242.3495,CNN
1910,242.7425,245.44771,CNN
1911,246.0591,246.49165,CNN
1912,242.54684,241.50401,CNN
1913,244.33252,245.90865,CNN
1914,247.28569,241.42932,CNN
1915,249.57605,233.81729,CNN
1916,247.22935,248.65793,CNN
1917,248.61563,238.81877,CNN
1918,249.07187,218.49261,CNN
1919,246.31178,247.23012,CNN
1920,239.72072,249.9355,CNN
1921,242.99559,246.36057,CNN
1922,247.17218,242.58014,CNN
1923,248.72398,248.33244,CNN
1924,243.82341,245.31314,CNN
1925,248.8952,222.94084,CNN
1926,246.98526,243.45119,CNN
1927,249.98387,229.8801,CNN
1928,248.54156,227.04865,CNN
1929,244.07433,248.8445,CNN
1930,247.21205,234.2918,CNN
1931,248.55872,249.9315,CNN
1932,246.01543,242.16376,CNN
1933,249.51395,249.56483,CNN
1934,238.43471,249.95084,CNN
1935,247.00974,229.6027,CNN
1936,249.50186,218.11557,CNN
1937,247.82674,248.84116,CNN
1938,234.94379,241.89273,CNN
1939,245.72034,247.79398,CNN
1940,248.04259,247.34373,CNN
1941,249.09352,246.21529,CNN
1942,234.86931,246.44196,CNN
1943,243.46024,230.72977,CNN
1944,246.74068,226.98076,CNN
1945,244.20372,241.61926,CNN
1946,243.6719,249.44386,CNN
1947,247.0809,243.36438,CNN
1948,246.76407,237.0805,CNN
1949,249.01622,249.58257,CNN
1950,246.0152,236.57367,CNN
1951,245.31464,245.49837,CNN
1952,249.41426,241.42578,CNN
1953,246.78442,227.1185,CNN
1954,247.70816,247.95158,CNN
1955,249.08961,230.61227,CNN
1956,244.78839,249.20781,CNN
1957,249.1681,237.74655,CNN
1958,248.04044,249.4752,CNN
1959,249.88988,226.00883,CNN
1960,243.72694,244.78996,CNN
1961,244.76219,249.31927,CNN
1962,249.01692,237.33742,CNN
1963,246.98093,239.6801,CNN
1964,248.82295,244.61092,CNN
1965,239.94893,234.82893,CNN
1966,243.88608,249.84142,CNN
1967,248.0015,238.94989,CNN
1968,248.36888,244.64168,CNN
1969,248.87074,247.86195,CNN
1970,243.19096,243.81746,CNN
1971,248.41354,226.40312,CNN
1972,245.86841,247.75685,CNN
1973,249.32555,233.535,CNN
1974,245.50696,235.75949,CNN
1975,245.48369,236.40239,CNN
1976,249.4542,246.2175,CNN
1977,248.22234,220.33003,CNN
1978,247.81848,246.98935,CNN
1979,248.29405,238.34033,CNN
1980,248.67427,239.08212,CNN
1981,247.06862,246.02135,CNN
1982,241.97458,244.12584,CNN
1983,249.22049,245.44069,CNN
1984,245.68648,232.52394,CNN
1985,247.09059,248.72261,CNN
1986,248.56537,235.08633,CNN
1987,244.49994,241.22546,CNN
1988,244.74059,249.11931,CNN
1989,245.72633,248.7137,CNN
1990,243.43646,248.61107,CNN
1991,237.97725,248.5164,CNN
1992,244.55205,246.41234,CNN
1993,245.85808,248.13942,CNN
1994,248.49257,241.03773,CNN
1995,242.38068,233.21013,CNN
1996,244.23091,232.26192,CNN
1997,243.98183,228.67432,CNN
1998,245.31046,231.51253,CNN
1999,249.60756,230.13919,CNN
2000,249.99597,233.09444,CNN
2001,242.483,238.1695,CNN
2002,242.08867,247.82774,CNN
2003,246.32419,241.51862,CNN
2004,249.64235,248.62534,CNN
2005,246.60419,243.56485,CNN
2006,244.95859,239.05737,CNN
2007,242.89871,228.99352,CNN
2008,246.18713,242.79832,CNN
2009,237.50426,249.37292,CNN
2010,245.70175,249.52104,CNN
2011,243.70155,241.85011,CNN
2012,248.33606,240.75963,CNN
2013,248.00812,244.31395,CNN
2014,241.36797,243.30032,CNN
2015,246.15776,236.92805,CNN
2016,244.24854,242.53015,CNN
2017,238.32768,245.16989,CNN
2018,246.28227,232.20993,CNN
2019,246.77731,231.52382,CNN
2020,241.81882,249.4786,CNN
2021,248.28163,247.78859,CNN
2022,249.13599,246.7705,CNN
2023,249.67993,241.98737,CNN
2024,245.71675,228.64618,CNN
2025,243.10126,237.19809,CNN
2026,248.71146,230.1646,CNN
2027,241.5968,236.78093,CNN
2028,249.30498,249.31262,CNN
2029,244.28543,226.98476,CNN
2030,246.8966,246.45235,CNN
2031,247.22481,245.34416,CNN
2032,243.71431,234.40105,CNN
2033,247.63206,240.01933,CNN
2034,245.65082,234.18648,CNN
2035,248.04501,232.52304,CNN
2036,247.10486,243.38928,CNN
2037,240.7184,249.73946,CNN
2038,249.77913,247.65233,CNN
2039,247.56091,248.16081,CNN
2040,245.89388,247.51411,CNN
2041,242.52405,247.00237,CNN
2042,249.32703,238.78494,CNN
2043,249.78322,241.82976,CNN
2044,245.57205,244.7402,CNN
2045,246.09325,232.46873,CNN
2046,249.72618,244.18369,CNN
2047,246.47708,237.54874,CNN
2048,249.04724,244.77283,CNN
2049,249.4043,247.80692,CNN
2050,249.57802,235.61494,CNN
2051,244.62607,244.41536,CNN
2052,249.91454,211.13109,CNN
2053,248.01665,237.39233,CNN
2054,249.55038,227.03006,CNN
2055,240.66159,237.94344,CNN
2056,249.71974,247.03386,CNN
2057,248.7947,246.39545,CNN
2058,247.2897,248.31656,CNN
2059,246.82378,225.97878,CNN
2060,248.32524,237.68091,CNN
2061,246.87706,244.44763,CNN
2062,247.29813,233.17845,CNN
2063,239.78215,243.38904,CNN
2064,242.77437,245.36574,CNN
2065,248.39044,245.1984,CNN
2066,248.35423,243.24788,CNN
2067,243.53653,244.52298,CNN
2068,249.06096,236.38217,CNN
2069,244.31204,229.61781,CNN
2070,248.53082,239.50394,CNN
2071,245.5027,245.70268,CNN
2072,247.32594,240.34113,CNN
2073,249.3597,246.89828,CNN
2074,248.43633,231.44794,CNN
2075,248.4375,232.09003,CNN
2076,245.48685,240.4898,CNN
2077,248.41966,231.50581,CNN
2078,245.80333,232.49602,CNN
2079,249.95123,243.68498,CNN
2080,249.77342,235.17255,CNN
2081,245.84447,246.94627,CNN
2082,249.2683,237.23442,CNN
2083,247.48215,247.40433,CNN
2084,244.3111,234.20723,CNN
2085,248.79045,226.35056,CNN
2086,249.02518,247.7189,CNN
2087,249.28214,232.53409,CNN
2088,248.25754,249.37988,CNN
2089,248.19757,243.26106,CNN
2090,243.36072,242.90955,CNN
2091,248.3462,237.59958,CNN
2092,247.6001,243.89282,CNN
2093,245.51436,238.82124,CNN
2094,244.41948,241.05818,CNN
2095,246.947,248.38956,CNN
2096,241.8577,249.92616,CNN
2097,247.94315,240.51329,CNN
2098,245.59169,248.64586,CNN
2099,247.36446,235.34366,CNN
2100,246.45847,245.18646,CNN
2101,248.72324,226.81985,CNN
2102,247.48878,244.97339,CNN
2103,249.27657,243.84265,CNN
2104,243.7605,246.34901,CNN
2105,249.45284,242.829,CNN
2106,245.2219,249.38455,CNN
2107,247.01562,245.87206,CNN
2108,244.80179,240.03441,CNN
2109,247.49211,239.4827,CNN
2110,249.40002,235.94717,CNN
2111,247.8861,236.68521,CNN
2112,249.93782,227.81232,CNN
2113,248.88428,239.84012,CNN
2114,244.4168,247.8116,CNN
2115,246.72047,248.63315,CNN
2116,245.96933,233.96146,CNN
2117,249.50127,242.1624,CNN
2118,243.51717,230.03604,CNN
2119,248.4701,240.047,CNN
2120,246.60614,237.03656,CNN
2121,247.81491,249.53572,CNN
2122,237.4075,249.13641,CNN
2123,244.09396,243.08725,CNN
2124,245.8855,220.81306,CNN
2125,245.39133,245.58392,CNN
2126,243.7136,242.13301,CNN
2127,247.83386,247.4046,CNN
2128,246.86899,230.51135,CNN
2129,247.05524,227.53285,CNN
2130,238.96684,232.39877,CNN
2131,245.20241,239.53488,CNN
2132,246.08249,243.5109,CNN
2133,247.10088,236.38527,CNN
2134,246.42615,242.4417,CNN
2135,249.51048,246.4739,CNN
2136,246.00285,248.9283,CNN
2137,248.74695,243.9701,CNN
2138,246.50833,232.96614,CNN
2139,246.01631,238.93515,CNN
2140,245.21063,248.11836,CNN
2141,247.74164,240.63145,CNN
2142,246.97505,236.63545,CNN
2143,246.05919,249.30531,CNN
2144,248.16399,247.85231,CNN
2145,245.26215,239.63553,CNN
2146,248.33656,235.13449,CNN
2147,248.2041,247.86635,CNN
2148,245.32181,225.54645,CNN
2149,246.13588,248.63866,CNN
2150,235.54895,245.16437,CNN
2151,248.18057,246.76604,CNN
2152,242.81876,237.1926,CNN
2153,245.17557,234.98598,CNN
2154,248.83215,233.98856,CNN
2155,247.92404,243.53453,CNN
2156,245.73323,218.79918,CNN
2157,249.29898,243.27226,CNN
2158,248.69315,239.74545,CNN
2159,245.43202,242.71745,CNN
2160,246.17342,226.66077,CNN
2161,238.19301,229.04456,CNN
2162,246.7154,240.98366,CNN
2163,249.63004,236.54237,CNN
2164,249.67964,236.9743,CNN
2165,242.19582,238.59438,CNN
2166,241.46567,235.92613,CNN
2167,249.82889,247.85452,CNN
2168,247.84818,248.77249,CNN
2169,249.70728,227.96782,CNN
2170,247.91264,236.42763,CNN
2171,249.24368,227.72061,CNN
2172,246.26042,249.32481,CNN
2173,247.02682,249.20445,CNN
2174,240.92134,244.40105,CNN
2175,248.7199,242.90202,CNN
2176,242.38148,231.53069,CNN
2177,248.97273,229.59853,CNN
2178,245.04225,247.99489,CNN
2179,249.37062,230.60309,CNN
2180,248.78383,239.29724,CNN
2181,247.48512,240.76503,CNN
2182,246.10753,249.40033,CNN
2183,248.95319,239.16628,CNN
2184,237.74037,249.56602,CNN
2185,249.8016,226.95358,CNN
2186,243.4634,243.45125,CNN
2187,245.44926,240.81062,CNN
2188,249.4593,240.92209,CNN
2189,248.54488,244.12277,CNN
2190,248.9607,243.0614,CNN
2191,241.30365,245.31194,CNN
2192,241.5541,247.65683,CNN
2193,246.0177,236.68065,CNN
2194,246.78117,232.20917,CNN
2195,248.5879,225.59262,CNN
2196,243.72421,236.3368,CNN
2197,248.81898,238.67453,CNN
2198,249.27393,248.82391,CNN
2199,247.71259,217.20644,CNN
2200,248.29102,240.3646,CNN
2201,246.86388,244.85378,CNN
2202,249.50027,239.61458,CNN
2203,249.97371,226.90176,CNN
2204,247.85028,235.74463,CNN
2205,249.95842,246.22762,CNN
2206,249.2877,214.35873,CNN
2207,244.32831,241.61649,CNN
2208,249.98483,236.39206,CNN
2209,246.68527,246.62447,CNN
2210,246.61102,238.98665,CNN
2211,249.7283,235.42262,CNN
2212,249.53848,240.88441,CNN
2213,245.6478,239.24228,CNN
2214,246.65933,240.41832,CNN
2215,243.97882,239.01326,CNN
2216,246.04326,237.88852,CNN
2217,249.90114,237.23216,CNN
2218,245.7507,242.08066,CNN
2219,245.93011,240.57854,CNN
2220,240.75006,230.25822,CNN
2221,244.74896,227.38625,CNN
2222,247.2785,231.5464,CNN
2223,245.49313,231.53825,CNN
2224,244.13727,249.01836,CNN
2225,247.65579,239.59853,CNN
2226,246.02254,231.0617,CNN
2227,241.70546,242.35625,CNN
2228,249.07735,243.09839,CNN
2229,243.82672,242.80054,CNN
2230,247.60306,235.78738,CNN
2231,246.61267,229.32065,CNN
2232,246.59071,249.61295,CNN
2233,242.59625,240.28151,CNN
2234,248.7095,242.91475,CNN
2235,245.83966,241.40547,CNN
2236,248.15952,245.69714,CNN
2237,249.77327,239.99895,CNN
2238,249.34462,243.50854,CNN
2239,242.72015,238.23622,CNN
2240,249.37105,244.2347,CNN
2241,244.79727,238.31046,CNN
2242,246.29454,238.70792,CNN
2243,248.48326,232.22879,CNN
2244,243.19026,232.62497,CNN
2245,248.10262,239.45508,CNN
2246,240.36554,235.77002,CNN
2247,245.82274,235.68753,CNN
2248,239.01067,249.18797,CNN
2249,243.63261,248.29091,CNN
2250,242.97514,247.1888,CNN
2251,249.34007,244.96257,CNN
2252,242.73653,248.94952,CNN
2253,244.13065,243.39764,CNN
2254,247.16255,244.23111,CNN
2255,242.58981,244.32439,CNN
2256,246.29831,239.86517,CNN
2257,245.97136,249.82414,CNN
2258,244.67041,245.12497,CNN
2259,246.50539,245.68553,CNN
2260,239.58142,240.49113,CNN
2261,245.8337,248.78784,CNN
2262,249.27516,242.5895,CNN
2263,246.60133,237.00578,CNN
2264,247.26112,248.2156,CNN
2265,247.57158,245.19415,CNN
2266,243.37065,249.78972,CNN
2267,244.6485,249.1681,CNN
2268,248.72377,239.93509,CNN
2269,249.54057,238.32722,CNN
2270,248.83562,225.22922,CNN
2271,246.95563,242.74551,CNN
2272,245.25505,243.15842,CNN
2273,242.94365,242.35806,CNN
2274,249.42067,226.68973,CNN
2275,245.78146,230.52771,CNN
2276,249.85165,234.3604,CNN
2277,245.43831,243.2249,CNN
2278,248.9007,239.23871,CNN
2279,246.53697,243.15414,CNN
2280,246.98312,241.7281,CNN
2281,245.81232,236.32104,CNN
2282,242.96925,244.25226,CNN
2283,247.74626,228.22462,CNN
2284,246.03874,235.51936,CNN
2285,248.34085,241.46895,CNN
2286,247.50438,242.15115,CNN
2287,246.58669,232.45462,CNN
2288,246.13571,222.75696,CNN
2289,240.45773,243.01709,CNN
2290,247.58527,242.8979,CNN
2291,245.38289,242.10713,CNN
2292,249.0252,223.13312,CNN
2293,248.58072,244.44986,CNN
2294,247.48367,236.45732,CNN
2295,236.10867,249.54846,CNN
2296,247.51926,247.89755,CNN
2297,238.27852,247.82785,CNN
2298,247.9761,237.99257,CNN
2299,239.15837,236.47728,CNN
2300,240.36237,244.92352,CNN
2301,244.87053,249.19315,CNN
2302,241.66313,234.21503,CNN
2303,244.68216,245.79382,CNN
2304,249.79657,239.85803,CNN
2305,240.51106,247.47585,CNN
2306,249.51503,233.8022,CNN
2307,246.97566,229.75325,CNN
2308,244.64444,236.84666,CNN
2309,241.01389,244.3888,CNN
2310,244.50917,237.81978,CNN
2311,249.74599,248.37247,CNN
2312,249.61642,230.43861,CNN
2313,248.49722,249.00186,CNN
2314,249.77467,245.36905,CNN
2315,249.16621,244.1227,CNN
2316,249.00366,243.84639,CNN
2317,237.94702,235.18318,CNN
2318,249.09377,241.49187,CNN
2319,249.32265,223.69238,CNN
2320,245.99457,241.30695,CNN
2321,248.18452,231.64159,CNN
2322,243.39226,249.18457,CNN
2323,246.26158,245.38092,CNN
2324,244.8635,243.56435,CNN
2325,249.04352,245.29535,CNN
2326,242.34401,242.54025,CNN
2327,248.3679,208.04538,CNN
2328,243.99573,247.62244,CNN
2329,241.86205,241.27245,CNN
2330,236.63861,240.95766,CNN
2331,245.81747,244.73868,CNN
2332,247.89482,226.64734,CNN
2333,245.15024,226.91118,CNN
2334,247.23024,231.0846,CNN
2335,246.29643,232.73604,CNN
2336,246.07607,241.42838,CNN
2337,239.30725,241.37975,CNN
2338,248.47339,248.06148,CNN
2339,244.19762,249.63805,CNN
2340,247.32356,244.74133,CNN
2341,245.70161,244.4649,CNN
2342,245.4338,246.93689,CNN
2343,248.75319,246.05324,CNN
2344,241.8975,236.09016,CNN
2345,245.42648,240.65837,CNN
2346,249.24498,247.63036,CNN
2347,240.1729,247.06613,CNN
2348,241.84825,243.7689,CNN
2349,238.14938,240.71135,CNN
2350,245.048,245.68837,CNN
2351,246.53867,230.66702,CNN
2352,248.80275,241.61853,CNN
2353,244.65741,243.474,CNN
2354,244.02007,249.82076,CNN
2355,241.69957,249.02692,CNN
2356,245.04114,246.07156,CNN
2357,248.52783,227.09335,CNN
2358,242.05984,248.33826,CNN
2359,243.86797,238.97151,CNN
2360,240.9856,244.22545,CNN
2361,249.99014,244.58752,CNN
2362,248.48535,229.1291,CNN
2363,247.19783,241.75363,CNN
2364,246.38376,240.09544,CNN
2365,247.24329,235.90457,CNN
2366,248.73102,228.58382,CNN
2367,249.71027,242.78078,CNN
2368,243.85437,249.6758,CNN
2369,249.7628,246.22581,CNN
2370,247.84337,231.27231,CNN
2371,244.75497,241.88286,CNN
2372,245.26672,245.7207,CNN
2373,246.71417,225.31354,CNN
2374,242.5575,243.0667,CNN
2375,247.30617,235.07088,CNN
2376,241.77357,245.98387,CNN
2377,247.03812,235.74767,CNN
2378,242.56401,249.14499,CNN
2379,248.53526,243.28392,CNN
2380,247.24889,247.95099,CNN
2381,248.81561,249.06514,CNN
2382,248.79033,231.51393,CNN
2383,248.46304,225.5318,CNN
2384,249.05478,245.17624,CNN
2385,249.63362,239.01282,CNN
2386,241.55038,247.67136,CNN
2387,240.09811,245.65958,CNN
2388,244.92584,245.55229,CNN
2389,249.36375,242.3596,CNN
2390,245.69566,233.30775,CNN
2391,246.3217,222.4889,CNN
2392,248.66605,247.67154,CNN
2393,248.53877,245.86523,CNN
2394,249.2491,239.92982,CNN
2395,249.50339,241.52577,CNN
2396,244.63567,235.99173,CNN
2397,237.70563,244.06937,CNN
2398,240.80792,248.25624,CNN
2399,244.8643,245.44823,CNN
2400,245.76793,244.24196,CNN
2401,249.4569,247.97198,CNN
2402,246.37227,244.421,CNN
2403,247.39726,231.81795,CNN
2404,248.2868,237.59622,CNN
2405,245.78444,247.27075,CNN
2406,246.0748,233.14056,CNN
2407,240.18129,240.7593,CNN
2408,246.51613,239.20679,CNN
2409,248.8551,229.25842,CNN
2410,246.04413,241.22147,CNN
2411,248.0713,246.79851,CNN
2412,243.61081,241.85841,CNN
2413,245.48038,243.95636,CNN
2414,248.91035,231.86519,CNN
2415,248.28345,242.98688,CNN
2416,247.27518,215.75153,CNN
2417,249.18816,238.25934,CNN
2418,245.19229,249.63995,CNN
2419,249.6487,246.69069,CNN
2420,247.1641,247.8392,CNN
2421,245.57997,235.43092,CNN
2422,246.21706,243.49155,CNN
2423,247.93771,245.75058,CNN
2424,245.68927,229.04756,CNN
2425,245.41223,234.96371,CNN
2426,249.1729,247.54204,CNN
2427,241.5788,243.49344,CNN
2428,244.39458,227.27257,CNN
2429,246.24925,243.3599,CNN
2430,247.27095,247.87935,CNN
2431,249.97812,240.43541,CNN
2432,248.52753,240.27614,CNN
2433,249.2856,233.59424,CNN
2434,247.23448,242.6095,CNN
2435,245.90918,245.92476,CNN
2436,249.68073,239.70476,CNN
2437,249.76768,248.68993,CNN
2438,244.3017,249.54985,CNN
2439,242.63869,247.60706,CNN
2440,249.20654,242.78221,CNN
2441,237.85374,247.58961,CNN
2442,243.35207,241.1522,CNN
2443,244.59637,249.9439,CNN
2444,243.93575,246.98654,CNN
2445,249.45831,249.24306,CNN
2446,247.48761,243.42114,CNN
2447,240.72568,232.24399,CNN
2448,248.17406,249.98593,CNN
2449,248.5315,234.25922,CNN
2450,235.18845,245.16365,CNN
2451,247.5216,240.1752,CNN
2452,244.55388,244.63643,CNN
2453,244.7879,237.57666,CNN
2454,245.86536,228.30197,CNN
2455,246.62024,227.86461,CNN
2456,246.486,230.05675,CNN
2457,246.81766,240.54506,CNN
2458,247.76608,238.73047,CNN
2459,248.84473,226.12424,CNN
2460,244.88467,247.67007,CNN
2461,246.69258,227.79614,CNN
2462,248.1907,226.36377,CNN
2463,243.25598,243.49695,CNN
2464,247.11174,236.27588,CNN
2465,249.2839,242.42555,CNN
2466,241.10779,238.39714,CNN
2467,242.84128,235.92331,CNN
2468,248.44008,238.6939,CNN
2469,247.90555,232.2584,CNN
2470,243.77127,242.22427,CNN
2471,245.51256,245.67227,CNN
2472,246.20396,240.73097,CNN
2473,247.40201,241.42973,CNN
2474,248.46642,243.83148,CNN
2475,249.9377,244.82117,CNN
2476,245.86797,249.22081,CNN
2477,242.20764,237.72473,CNN
2478,247.06296,237.09592,CNN
2479,242.21764,244.7139,CNN
2480,245.92645,245.85045,CNN
2481,237.45279,245.15771,CNN
2482,243.10945,244.15842,CNN
2483,246.71426,244.15256,CNN
2484,244.40166,226.6332,CNN
2485,244.34071,244.15039,CNN
2486,245.4507,235.85098,CNN
2487,248.64188,225.96584,CNN
2488,249.7289,247.0394,CNN
2489,247.31198,247.91089,CNN
2490,233.98987,241.95905,CNN
2491,240.40935,244.2931,CNN
2492,244.55269,240.68906,CNN
2493,247.5347,235.98177,CNN
2494,243.4265,248.1786,CNN
2495,239.69925,242.92792,CNN
2496,249.22327,229.03299,CNN
2497,248.80116,246.32747,CNN
2498,246.85278,246.43442,CNN
2499,243.09155,234.77528,CNN
2500,247.79564,249.4569,CNN
2501,242.97874,237.23077,CNN
2502,245.0395,235.78337,CNN
2503,248.21468,244.30919,CNN
2504,242.12907,245.32242,CNN
2505,247.96692,238.86137,CNN
2506,238.58278,227.60982,CNN
2507,247.29016,227.71008,CNN
2508,249.34366,234.70894,CNN
2509,248.32397,233.32469,CNN
2510,246.09143,233.54115,CNN
2511,246.43225,248.88043,CNN
2512,247.7486,243.04857,CNN
2513,248.4168,245.05629,CNN
