,k1,k2,
4162,244.91714,246.69124,CNN
4163,244.67218,234.99812,CNN
4164,249.28812,240.44211,CNN
4165,249.1806,228.02994,CNN
4166,249.21924,247.96622,CNN
4167,245.16551,248.68405,CNN
4168,247.61334,249.11935,CNN
4169,242.86682,246.90692,CNN
4170,246.58289,243.63414,CNN
4171,243.92337,244.25052,CNN
4172,243.9122,234.13406,CNN
4173,244.67502,247.13039,CNN
4174,248.5928,235.63556,CNN
4175,245.68771,237.4158,CNN
4176,245.24376,246.45297,CNN
4177,246.75223,246.69185,CNN
4178,247.8814,229.89955,CNN
4179,243.46252,249.39024,CNN
4180,247.00032,238.84898,CNN
4181,246.85417,227.86383,CNN
4182,249.56989,227.6732,CNN
4183,238.54779,244.11226,CNN
4184,246.10396,248.84453,CNN
4185,241.31328,244.04715,CNN
4186,248.08386,241.92337,CNN
4187,243.83983,244.78561,CNN
4188,245.68639,249.70279,CNN
4189,249.34795,237.79944,CNN
4190,248.01724,242.0835,CNN
4191,244.48767,234.81358,CNN
4192,248.50325,249.52513,CNN
4193,241.75409,233.40137,CNN
4194,241.38411,247.99077,CNN
4195,247.53172,227.69478,CNN
4196,247.92517,242.4656,CNN
4197,248.16498,246.89336,CNN
4198,236.77373,248.375,CNN
4199,243.59944,245.89326,CNN
4200,249.23276,247.09337,CNN
4201,245.40666,237.11629,CNN
4202,249.9167,244.1669,CNN
4203,241.57222,246.83005,CNN
4204,244.82791,239.295,CNN
4205,247.93068,234.06667,CNN
4206,248.9949,245.5551,CNN
4207,239.30244,248.23482,CNN
4208,249.28975,234.57939,CNN
4209,237.9856,246.89265,CNN
4210,249.88742,233.74695,CNN
4211,248.89084,239.72787,CNN
4212,247.21225,212.75401,CNN
4213,249.19588,244.16705,CNN
4214,248.3247,232.41641,CNN
4215,247.39592,236.23047,CNN
4216,246.82977,243.47928,CNN
4217,246.54944,226.45148,CNN
4218,239.27988,246.6904,CNN
4219,248.53957,247.24825,CNN
4220,241.02788,240.32736,CNN
4221,241.3491,244.21254,CNN
4222,244.69768,237.2646,CNN
4223,242.26167,247.16418,CNN
4224,244.10835,247.93045,CNN
4225,241.67604,245.8953,CNN
4226,247.38007,235.12195,CNN
4227,240.14609,236.10225,CNN
4228,248.3625,246.75917,CNN
4229,249.46239,237.60146,CNN
4230,247.74326,237.47876,CNN
4231,245.2833,227.52113,CNN
4232,246.30615,243.80418,CNN
4233,245.92247,245.27422,CNN
4234,243.89224,246.78372,CNN
4235,242.47533,247.64908,CNN
4236,241.29907,248.62799,CNN
4237,249.0827,229.97598,CNN
4238,245.63339,234.4722,CNN
4239,246.60277,246.64607,CNN
4240,248.37544,245.06863,CNN
4241,249.46811,248.72807,CNN
4242,246.1195,237.20906,CNN
4243,248.27097,242.44786,CNN
4244,249.2068,246.63364,CNN
4245,249.99913,242.25224,CNN
4246,243.24481,232.29492,CNN
4247,248.40288,227.96654,CNN
4248,242.17325,249.22037,CNN
4249,248.22284,228.08708,CNN
4250,248.53166,244.5869,CNN
4251,241.86888,235.97029,CNN
4252,246.1836,243.87582,CNN
4253,249.86462,244.60245,CNN
4254,245.51021,238.26427,CNN
4255,236.3905,238.47162,CNN
4256,242.4421,234.8698,CNN
4257,248.6917,245.13055,CNN
4258,244.38115,232.08098,CNN
4259,246.4267,240.69235,CNN
4260,249.75926,231.75876,CNN
4261,249.15009,224.37198,CNN
4262,249.67845,246.4267,CNN
4263,248.61533,239.99005,CNN
4264,246.7353,248.8875,CNN
4265,242.51663,241.03262,CNN
4266,247.86626,247.57663,CNN
4267,249.47954,245.03307,CNN
4268,246.21732,245.55374,CNN
4269,247.9609,225.2,CNN
4270,248.73917,216.63333,CNN
4271,248.20697,244.51299,CNN
4272,244.32849,238.5438,CNN
4273,239.73312,239.27504,CNN
4274,246.6986,245.64996,CNN
4275,244.70482,248.32527,CNN
4276,242.40434,247.07059,CNN
4277,249.0717,240.45209,CNN
4278,246.42415,248.58015,CNN
4279,244.34468,242.09953,CNN
4280,240.47073,246.2601,CNN
4281,249.46217,231.96199,CNN
4282,249.97205,240.88771,CNN
4283,248.87337,246.47525,CNN
4284,244.41519,240.77074,CNN
4285,245.11966,240.31003,CNN
4286,243.2583,248.22516,CNN
4287,247.40865,243.13426,CNN
4288,243.13432,247.60498,CNN
4289,243.97348,249.1943,CNN
4290,248.80057,244.83548,CNN
4291,247.79478,238.7965,CNN
4292,247.76976,243.72015,CNN
4293,241.1651,243.20145,CNN
4294,245.36334,231.8286,CNN
4295,248.58208,234.13121,CNN
4296,249.25414,239.76129,CNN
4297,245.36517,237.79137,CNN
4298,249.32802,224.40701,CNN
4299,248.9795,244.70232,CNN
4300,243.42737,219.22116,CNN
4301,249.86409,237.33612,CNN
4302,245.68875,241.21414,CNN
4303,247.33476,237.52177,CNN
4304,248.91414,248.37996,CNN
4305,247.70348,233.62332,CNN
4306,248.82246,241.42851,CNN
4307,245.29166,242.89932,CNN
4308,246.56181,245.68448,CNN
4309,243.8981,245.10869,CNN
4310,247.9332,246.3601,CNN
4311,243.18869,245.04099,CNN
4312,245.79733,215.71184,CNN
4313,248.91786,248.49863,CNN
4314,239.40923,247.1508,CNN
4315,246.33937,246.60072,CNN
4316,244.30663,249.86516,CNN
4317,245.163,249.62218,CNN
4318,248.78918,241.84268,CNN
4319,248.41504,216.87859,CNN
4320,236.8556,232.7986,CNN
4321,244.05028,245.35422,CNN
4322,244.51529,248.02382,CNN
4323,246.45445,242.40219,CNN
4324,245.47258,249.59709,CNN
4325,245.54372,233.40962,CNN
4326,249.2976,224.94353,CNN
4327,248.12054,233.92152,CNN
4328,248.91461,244.6293,CNN
4329,249.54596,227.89786,CNN
4330,249.18549,244.11095,CNN
4331,248.32901,239.87946,CNN
4332,239.2495,236.20798,CNN
4333,245.80278,245.19083,CNN
4334,245.45813,246.07265,CNN
4335,248.20772,235.95702,CNN
4336,244.40492,236.91315,CNN
4337,245.27425,244.48334,CNN
4338,246.91647,239.8034,CNN
4339,244.12239,248.62549,CNN
4340,246.14049,237.53398,CNN
4341,238.59666,226.048,CNN
4342,248.38123,230.18547,CNN
4343,243.77783,234.03148,CNN
4344,239.89069,241.89722,CNN
4345,247.70921,241.31795,CNN
4346,249.78818,245.13391,CNN
4347,243.29291,248.43219,CNN
4348,241.12271,237.00256,CNN
4349,246.7812,234.23154,CNN
4350,249.20079,248.36974,CNN
4351,247.53941,246.1492,CNN
4352,246.79854,240.26761,CNN
4353,242.89284,239.51257,CNN
4354,244.07025,238.30106,CNN
4355,246.6609,245.46848,CNN
4356,244.8745,248.69339,CNN
4357,247.22113,245.63098,CNN
4358,249.83476,242.08466,CNN
4359,247.66385,226.06322,CNN
4360,240.56718,237.21495,CNN
4361,249.34708,244.90733,CNN
4362,243.87756,244.79482,CNN
4363,243.1796,246.07004,CNN
4364,239.19229,245.9995,CNN
4365,246.64075,233.67313,CNN
4366,248.32895,249.2968,CNN
4367,248.44644,248.67186,CNN
4368,246.48386,244.98843,CNN
4369,248.33514,246.3565,CNN
4370,247.78192,236.79048,CNN
4371,247.40079,249.98218,CNN
4372,241.02617,249.37105,CNN
4373,245.26903,238.71555,CNN
4374,242.51733,247.46246,CNN
4375,246.14557,246.168,CNN
4376,249.61078,248.74744,CNN
4377,249.79002,243.92628,CNN
4378,249.42351,214.07819,CNN
4379,240.32141,248.72643,CNN
4380,240.13913,249.86841,CNN
4381,248.6783,244.87569,CNN
4382,246.25366,239.7789,CNN
4383,245.7861,247.17336,CNN
4384,246.73833,242.5586,CNN
4385,242.61974,244.5758,CNN
4386,244.72163,243.82309,CNN
4387,243.42635,234.72133,CNN
4388,237.99121,239.51521,CNN
4389,249.94926,245.41493,CNN
4390,247.45163,242.91798,CNN
4391,249.27493,237.99716,CNN
4392,237.47064,240.21014,CNN
4393,241.02936,247.11208,CNN
4394,246.91373,245.39047,CNN
4395,249.90828,245.95074,CNN
4396,249.94164,245.15778,CNN
4397,243.80176,249.30687,CNN
4398,245.58072,247.70442,CNN
4399,244.21622,232.48645,CNN
4400,247.16794,238.55702,CNN
4401,248.04208,244.31923,CNN
4402,246.37463,249.31548,CNN
4403,248.9262,230.92995,CNN
4404,249.43245,223.32924,CNN
4405,244.07172,249.27051,CNN
4406,248.71712,246.55045,CNN
4407,243.60355,230.5133,CNN
4408,246.35033,245.23509,CNN
4409,249.24356,248.27782,CNN
4410,249.67865,227.92206,CNN
4411,247.58456,248.35149,CNN
4412,247.24046,249.54799,CNN
4413,247.6538,229.52014,CNN
4414,245.72769,245.19247,CNN
4415,244.97816,244.37181,CNN
4416,245.0914,237.18341,CNN
4417,246.40245,240.55408,CNN
4418,244.4807,248.88773,CNN
4419,246.04434,247.23524,CNN
4420,245.49109,234.6178,CNN
4421,248.2787,237.50658,CNN
4422,247.62994,242.58449,CNN
4423,248.96794,247.76935,CNN
4424,247.20274,245.76259,CNN
4425,249.64139,242.63231,CNN
4426,248.6193,243.22444,CNN
4427,248.15536,237.26228,CNN
4428,246.13011,249.1795,CNN
4429,248.37508,240.32826,CNN
4430,249.77898,241.26424,CNN
4431,241.7155,234.518,CNN
4432,247.54662,249.00183,CNN
4433,248.04135,242.03795,CNN
4434,246.92937,237.72563,CNN
4435,243.72614,241.72935,CNN
4436,246.78615,249.98706,CNN
4437,249.10522,234.60849,CNN
4438,241.07977,235.26195,CNN
4439,249.12704,246.06615,CNN
4440,247.84422,248.61198,CNN
4441,249.76587,248.0239,CNN
4442,246.4998,246.98935,CNN
4443,245.5342,238.7344,CNN
4444,249.7822,244.36826,CNN
4445,248.16792,240.47546,CNN
4446,248.48973,225.3465,CNN
4447,248.82416,216.26247,CNN
4448,243.8252,224.45923,CNN
4449,243.84215,235.51901,CNN
4450,238.70618,240.09944,CNN
4451,239.63939,240.28108,CNN
4452,248.58046,236.64304,CNN
4453,248.68233,247.58171,CNN
4454,247.53452,246.07152,CNN
4455,246.0607,238.12643,CNN
4456,243.94666,244.68398,CNN
4457,247.81049,245.1971,CNN
4458,247.16776,248.85562,CNN
4459,243.18896,230.34503,CNN
4460,245.21147,240.4388,CNN
4461,249.8051,228.5999,CNN
4462,249.44656,241.9997,CNN
4463,249.00134,244.11621,CNN
4464,247.45795,225.79941,CNN
4465,245.90082,245.47543,CNN
4466,247.1622,243.16077,CNN
4467,246.51443,231.18774,CNN
4468,237.84904,247.1266,CNN
4469,247.32571,247.9143,CNN
4470,248.207,246.85147,CNN
4471,240.7519,247.11678,CNN
4472,244.92343,243.23268,CNN
4473,248.59009,223.65953,CNN
4474,246.35687,248.22632,CNN
4475,249.90381,243.81488,CNN
4476,242.45476,239.17822,CNN
4477,243.41049,239.90616,CNN
4478,244.05714,246.5241,CNN
4479,247.92093,246.87532,CNN
4480,243.59483,237.36832,CNN
4481,249.83536,237.75868,CNN
4482,246.83698,239.14348,CNN
4483,248.76866,249.99303,CNN
4484,246.0943,244.56458,CNN
4485,247.35956,237.34358,CNN
4486,244.87003,245.16649,CNN
4487,244.06084,236.60558,CNN
4488,244.9814,235.53708,CNN
4489,242.86507,244.40909,CNN
4490,237.9628,249.54086,CNN
4491,249.408,246.15501,CNN
4492,245.27756,244.6477,CNN
4493,248.3658,241.10646,CNN
4494,248.67525,241.59967,CNN
4495,249.92448,244.94344,CNN
4496,247.9554,244.23405,CNN
4497,247.47841,249.87149,CNN
4498,245.22798,244.39598,CNN
4499,249.2112,215.48521,CNN
4500,247.80371,248.59929,CNN
4501,249.49797,230.76047,CNN
4502,247.85117,232.57115,CNN
4503,245.56757,246.21648,CNN
4504,243.9163,241.11508,CNN
4505,241.5987,241.72362,CNN
4506,248.23161,244.24341,CNN
4507,248.8863,228.6887,CNN
4508,243.40799,241.2097,CNN
4509,247.1688,249.20523,CNN
4510,249.94962,235.47827,CNN
4511,249.95042,240.35431,CNN
4512,249.28815,235.12462,CNN
4513,247.0385,242.16698,CNN
4514,249.53122,239.629,CNN
4515,248.89447,229.37569,CNN
4516,246.18925,245.43394,CNN
4517,243.59248,245.19499,CNN
4518,244.30412,243.85431,CNN
4519,247.81572,246.96033,CNN
4520,241.85794,241.07823,CNN
4521,248.43837,226.15617,CNN
4522,247.89749,240.01747,CNN
4523,242.51442,245.86162,CNN
4524,244.91537,246.64476,CNN
4525,237.31348,248.54163,CNN
4526,243.89198,227.71994,CNN
4527,248.91603,246.16489,CNN
4528,236.79655,240.34305,CNN
4529,247.75003,237.35918,CNN
4530,249.67583,248.98515,CNN
4531,248.72098,237.98557,CNN
4532,244.58891,249.11357,CNN
4533,242.95941,240.56175,CNN
4534,245.18675,243.07123,CNN
4535,247.78944,247.79137,CNN
4536,243.76305,236.69225,CNN
4537,249.81438,247.48943,CNN
4538,239.82942,233.98848,CNN
4539,243.5754,240.30927,CNN
4540,249.133,236.19263,CNN
4541,246.91891,244.85675,CNN
4542,244.68066,242.04103,CNN
4543,249.32068,237.41513,CNN
4544,243.59511,248.3633,CNN
4545,247.38889,239.27441,CNN
4546,243.28435,242.42471,CNN
4547,247.09152,243.29637,CNN
4548,248.20651,246.52725,CNN
4549,238.18552,241.7885,CNN
4550,246.11186,240.67494,CNN
4551,248.63808,225.01009,CNN
4552,248.88693,246.7513,CNN
4553,246.03427,234.5068,CNN
4554,243.27965,248.89047,CNN
4555,240.8765,248.27026,CNN
4556,245.48195,247.05234,CNN
4557,243.37277,239.14981,CNN
4558,248.38406,246.96379,CNN
4559,246.59407,238.34683,CNN
4560,246.24353,223.5668,CNN
4561,240.74387,249.1349,CNN
4562,248.74843,239.78783,CNN
4563,242.31007,244.8044,CNN
4564,249.01578,243.62979,CNN
4565,249.54826,243.26556,CNN
4566,246.45941,249.00502,CNN
4567,249.53508,238.14664,CNN
4568,249.04437,244.09996,CNN
4569,249.34102,222.5651,CNN
4570,248.4314,231.96837,CNN
4571,246.82837,233.35857,CNN
4572,249.24779,236.30568,CNN
4573,247.43152,242.69695,CNN
4574,239.62323,249.77734,CNN
4575,247.80446,240.17084,CNN
4576,248.01903,241.85136,CNN
4577,239.61172,247.0259,CNN
4578,247.89288,232.83214,CNN
4579,245.36302,242.03484,CNN
4580,246.59651,247.55392,CNN
4581,243.47772,233.47444,CNN
4582,245.07097,245.16426,CNN
4583,245.1301,236.37364,CNN
4584,243.29944,241.82411,CNN
4585,240.2885,235.30482,CNN
4586,243.39503,242.71812,CNN
4587,247.63159,234.74474,CNN
4588,246.98112,241.1674,CNN
4589,248.14061,239.3701,CNN
4590,243.1332,247.29437,CNN
4591,249.61134,223.5836,CNN
4592,247.5711,234.80727,CNN
4593,239.15858,248.9185,CNN
4594,249.12294,231.74928,CNN
4595,249.30986,240.79503,CNN
4596,244.73422,246.49269,CNN
4597,244.75514,243.03627,CNN
4598,247.54587,246.4539,CNN
4599,247.62787,243.7824,CNN
4600,247.57788,228.91978,CNN
4601,235.25632,248.0715,CNN
4602,249.11078,231.63037,CNN
4603,247.9165,247.37415,CNN
4604,246.92186,246.8101,CNN
4605,244.90405,244.04156,CNN
4606,249.4096,234.93231,CNN
4607,248.14607,248.65158,CNN
4608,247.14131,231.28598,CNN
4609,249.14357,235.85205,CNN
4610,248.7055,239.0895,CNN
4611,244.25632,237.94029,CNN
4612,246.1759,243.27267,CNN
4613,246.99553,243.92554,CNN
4614,249.73166,245.17892,CNN
4615,242.68034,242.21762,CNN
4616,248.25713,243.67499,CNN
4617,244.43457,235.02345,CNN
4618,246.06522,249.96864,CNN
4619,246.78162,232.47551,CNN
4620,239.24185,243.86707,CNN
4621,240.05408,232.42128,CNN
4622,243.326,231.07735,CNN
4623,247.12276,248.08694,CNN
4624,249.3552,232.90228,CNN
4625,244.51508,244.18684,CNN
4626,249.90535,239.03838,CNN
4627,242.87794,238.6176,CNN
4628,236.98053,247.32225,CNN
4629,249.18219,241.05841,CNN
4630,249.69762,237.82173,CNN
4631,248.27144,232.38837,CNN
4632,249.50473,246.56746,CNN
4633,238.54759,247.95099,CNN
4634,248.58603,238.464,CNN
4635,237.46913,242.56976,CNN
4636,245.22577,246.29163,CNN
4637,246.31624,245.66266,CNN
4638,249.98477,240.1068,CNN
4639,246.77638,234.90984,CNN
4640,244.93999,242.06847,CNN
4641,249.94786,248.68454,CNN
4642,248.20395,225.79718,CNN
4643,249.45921,241.2059,CNN
4644,249.97017,227.9056,CNN
4645,249.34013,230.07555,CNN
4646,247.77406,227.01237,CNN
4647,249.45972,236.04135,CNN
4648,241.93074,243.92123,CNN
4649,242.51302,234.36652,CNN
4650,238.8886,228.4256,CNN
4651,248.64151,249.34058,CNN
4652,242.93848,248.9237,CNN
4653,247.903,245.91963,CNN
4654,247.91183,247.16759,CNN
4655,242.5497,240.20967,CNN
4656,246.57822,232.43172,CNN
4657,245.85315,249.17654,CNN
4658,244.99419,246.82347,CNN
4659,244.21974,230.20105,CNN
4660,246.65454,236.96718,CNN
4661,238.72726,244.16321,CNN
4662,248.32808,224.35371,CNN
4663,242.74655,237.34665,CNN
4664,245.68625,247.55402,CNN
4665,244.7006,248.89772,CNN
4666,248.27605,239.0409,CNN
4667,249.51129,238.2679,CNN
4668,247.66507,229.90663,CNN
4669,246.73598,244.25717,CNN
4670,248.79903,229.7203,CNN
4671,245.92441,242.93414,CNN
4672,242.59578,248.46967,CNN
4673,241.10292,248.70052,CNN
4674,239.12303,245.9222,CNN
4675,249.21066,241.10472,CNN
4676,245.61147,248.09872,CNN
4677,239.54694,243.40097,CNN
4678,244.83638,243.79565,CNN
4679,249.32516,244.38295,CNN
4680,249.16219,235.46986,CNN
4681,248.0651,235.65594,CNN
4682,246.93088,247.0367,CNN
4683,246.52888,240.8971,CNN
4684,247.4047,227.42676,CNN
4685,243.48228,228.17879,CNN
4686,244.35939,248.06015,CNN
4687,249.20763,248.81538,CNN
4688,246.58109,240.2947,CNN
4689,248.22176,238.69255,CNN
4690,243.40346,246.8291,CNN
4691,244.88542,243.16373,CNN
4692,240.05417,248.45839,CNN
4693,249.91786,223.72389,CNN
4694,246.02626,243.3618,CNN
4695,242.59772,247.30452,CNN
4696,245.48889,243.07333,CNN
4697,240.85602,249.47702,CNN
4698,248.19269,240.48561,CNN
4699,246.91338,246.70233,CNN
4700,244.98,239.75974,CNN
4701,249.31094,241.85884,CNN
4702,235.35962,238.32416,CNN
4703,245.92813,238.20024,CNN
4704,247.18372,233.18053,CNN
4705,248.28342,235.72665,CNN
4706,242.64362,245.20079,CNN
4707,246.18463,248.04353,CNN
4708,246.51257,238.77225,CNN
4709,245.2809,247.35237,CNN
4710,240.34567,244.36667,CNN
4711,249.81227,233.04977,CNN
4712,248.54321,245.36644,CNN
4713,242.21747,247.9848,CNN
4714,246.5804,249.26845,CNN
4715,241.19727,246.43445,CNN
4716,247.88742,222.87404,CNN
4717,244.79959,235.42796,CNN
4718,247.17148,243.36633,CNN
4719,249.93106,245.26167,CNN
4720,249.00723,238.58167,CNN
4721,245.66133,248.39998,CNN
4722,249.21873,243.44133,CNN
4723,248.16595,236.84933,CNN
4724,242.5897,244.31248,CNN
4725,245.97443,244.88512,CNN
4726,249.32014,233.98685,CNN
4727,249.28195,243.55096,CNN
4728,241.7486,246.97676,CNN
4729,248.46358,248.50473,CNN
4730,246.50194,239.21254,CNN
4731,249.22285,232.45073,CNN
4732,245.59941,241.56747,CNN
4733,245.39452,246.06006,CNN
4734,247.87477,241.32785,CNN
4735,247.3946,244.26921,CNN
4736,244.28964,233.96585,CNN
4737,249.34558,238.3731,CNN
4738,244.46211,247.82281,CNN
4739,249.18028,243.09592,CNN
4740,249.22719,233.63423,CNN
4741,246.353,234.9913,CNN
4742,248.6899,245.17635,CNN
4743,244.31021,243.536,CNN
4744,249.67502,221.4171,CNN
4745,247.49892,248.16333,CNN
4746,249.5854,225.96611,CNN
4747,249.61058,227.83766,CNN
4748,246.04407,249.74892,CNN
4749,246.0532,238.64072,CNN
4750,249.17157,241.92604,CNN
4751,242.69441,242.8676,CNN
4752,243.63797,241.21242,CNN
4753,246.02592,242.41125,CNN
4754,248.40816,226.89697,CNN
4755,249.57187,235.26631,CNN
4756,244.62595,241.27031,CNN
4757,239.09537,239.7081,CNN
4758,248.49849,245.32608,CNN
4759,246.55066,248.07184,CNN
4760,248.8733,234.79321,CNN
4761,247.62906,242.56538,CNN
4762,246.09845,242.59807,CNN
4763,249.58833,242.17395,CNN
4764,240.63826,242.79854,CNN
4765,241.67166,249.63219,CNN
4766,244.93687,249.6585,CNN
4767,245.12485,235.19746,CNN
4768,239.96307,246.87137,CNN
4769,249.3312,231.06078,CNN
4770,247.89868,233.67145,CNN
4771,249.17278,234.85358,CNN
4772,247.7875,247.71399,CNN
4773,246.81172,232.08112,CNN
4774,248.4395,232.75269,CNN
4775,246.30879,234.46704,CNN
4776,245.2004,239.9332,CNN
4777,244.09561,241.18199,CNN
4778,248.12067,232.27187,CNN
4779,246.94308,235.00519,CNN
4780,249.30302,244.57553,CNN
4781,244.41307,247.3687,CNN
4782,248.45036,248.15352,CNN
4783,243.63715,247.64938,CNN
4784,247.39647,246.75122,CNN
4785,237.6575,249.66438,CNN
4786,246.23596,235.70822,CNN
4787,241.71228,247.81937,CNN
4788,245.9336,247.98944,CNN
4789,245.72226,249.87335,CNN
4790,247.42575,230.61357,CNN
4791,246.7742,246.26476,CNN
4792,246.1096,228.52333,CNN
4793,236.60356,244.84758,CNN
4794,248.38994,241.87273,CNN
4795,243.60332,249.24338,CNN
4796,246.02303,248.74615,CNN
4797,243.1741,245.78932,CNN
4798,249.88098,243.52113,CNN
4799,237.78224,243.9648,CNN
4800,245.94164,242.76901,CNN
4801,243.60791,238.78755,CNN
4802,249.786,247.16931,CNN
4803,242.40439,236.93636,CNN
4804,247.0777,225.4303,CNN
4805,248.96112,233.24525,CNN
4806,234.74727,233.8145,CNN
4807,249.94923,241.27039,CNN
4808,248.62318,237.9735,CNN
4809,244.6221,237.66914,CNN
4810,248.76318,240.45851,CNN
4811,246.35336,235.34055,CNN
4812,247.51476,222.72502,CNN
4813,247.32585,239.4462,CNN
4814,249.79907,239.96732,CNN
4815,248.716,248.01645,CNN
4816,246.77733,226.74277,CNN
4817,246.6062,244.94629,CNN
4818,243.85342,243.70667,CNN
4819,248.05095,249.91707,CNN
4820,247.06781,244.49837,CNN
4821,249.18604,229.88123,CNN
4822,238.76892,244.97516,CNN
4823,243.93517,244.47995,CNN
4824,244.3967,241.96996,CNN
4825,244.29506,230.17613,CNN
4826,246.13742,225.82431,CNN
4827,243.34523,249.67268,CNN
4828,246.40273,248.0369,CNN
4829,241.11674,238.30916,CNN
4830,247.03197,238.45976,CNN
4831,249.56815,244.03937,CNN
4832,247.51405,239.0335,CNN
4833,241.8507,249.92436,CNN
4834,241.10876,244.06488,CNN
4835,242.99306,249.93561,CNN
4836,248.17255,242.25784,CNN
4837,238.65266,246.2392,CNN
4838,248.23917,239.64064,CNN
4839,248.86339,226.67422,CNN
4840,244.44254,246.93155,CNN
4841,248.60052,235.39256,CNN
4842,249.08965,243.33867,CNN
4843,244.09184,239.77345,CNN
4844,247.38225,245.0412,CNN
4845,249.51982,246.61507,CNN
4846,249.31265,232.67201,CNN
4847,243.3332,240.58629,CNN
4848,246.91579,240.40454,CNN
4849,237.05516,242.86092,CNN
4850,245.27058,244.40977,CNN
4851,248.75882,232.24886,CNN
4852,245.55087,239.41328,CNN
4853,239.99358,243.4522,CNN
4854,246.66455,248.66754,CNN
4855,237.90555,249.23051,CNN
4856,248.22916,245.72054,CNN
4857,246.70602,230.8058,CNN
4858,248.1324,237.1171,CNN
4859,244.16847,235.27315,CNN
4860,247.48619,235.28308,CNN
4861,245.91785,244.68375,CNN
4862,249.77692,228.96245,CNN
4863,241.51926,249.52798,CNN
4864,246.95822,239.03293,CNN
4865,243.0936,249.43933,CNN
4866,243.67723,235.38475,CNN
4867,245.26485,233.14442,CNN
4868,246.83029,249.26103,CNN
4869,242.47807,242.28978,CNN
4870,238.56284,245.68633,CNN
4871,245.93716,246.36269,CNN
4872,249.21129,230.68904,CNN
4873,245.68216,249.05942,CNN
4874,241.49687,243.87582,CNN
4875,246.26967,239.47421,CNN
4876,245.31079,237.35397,CNN
4877,245.94643,240.88254,CNN
4878,247.91774,243.38496,CNN
4879,247.44435,240.53662,CNN
4880,241.4315,246.11809,CNN
4881,249.04239,249.42087,CNN
4882,249.23927,228.68256,CNN
4883,247.0643,248.99452,CNN
4884,244.59103,249.98956,CNN
4885,249.99005,234.61319,CNN
4886,246.01634,249.95499,CNN
4887,248.52563,236.5465,CNN
4888,248.90813,235.49318,CNN
4889,244.12991,242.7039,CNN
4890,249.66255,233.44171,CNN
4891,240.15233,243.86119,CNN
4892,245.32,247.7833,CNN
4893,246.24431,246.66057,CNN
4894,249.73871,248.18274,CNN
4895,247.84804,231.81169,CNN
4896,242.45882,242.308,CNN
4897,248.24902,249.15169,CNN
4898,235.49358,246.55403,CNN
4899,247.27765,225.1066,CNN
4900,249.60023,238.56465,CNN
4901,247.83989,245.12563,CNN
4902,240.73773,228.20905,CNN
4903,248.12798,238.44806,CNN
4904,248.273,240.5696,CNN
4905,245.92453,241.28737,CNN
4906,244.61337,234.49666,CNN
4907,247.15836,239.46356,CNN
4908,246.72284,236.88936,CNN
4909,239.35368,240.31868,CNN
4910,248.35255,245.22229,CNN
4911,244.9439,246.49944,CNN
4912,248.8989,235.93546,CNN
4913,239.73293,248.66191,CNN
4914,249.87642,241.82668,CNN
4915,246.95041,243.19754,CNN
4916,247.27365,227.40807,CNN
4917,245.9154,247.5944,CNN
4918,248.1079,247.02037,CNN
4919,244.01338,244.12888,CNN
4920,247.80536,237.85469,CNN
4921,249.81752,234.41914,CNN
4922,248.34859,234.31102,CNN
4923,246.12668,244.19508,CNN
4924,245.58337,247.65607,CNN
4925,246.23402,247.59381,CNN
4926,246.82675,247.01242,CNN
4927,245.64313,242.0171,CNN
4928,239.58907,247.27197,CNN
4929,249.46487,238.2902,CNN
4930,245.84447,240.58336,CNN
4931,237.77208,244.08554,CNN
4932,235.19952,241.97093,CNN
4933,246.81812,245.65244,CNN
4934,248.40509,239.67122,CNN
4935,247.92319,248.4764,CNN
4936,242.4815,238.12866,CNN
4937,247.40572,235.60516,CNN
4938,249.13377,235.19786,CNN
4939,248.1187,242.07542,CNN
4940,245.67227,240.15167,CNN
4941,245.05916,244.3816,CNN
4942,246.04733,235.31396,CNN
4943,241.58502,245.7233,CNN
4944,248.87378,249.34508,CNN
4945,249.5574,249.37877,CNN
4946,247.90724,240.59766,CNN
4947,242.17772,245.95607,CNN
4948,242.25725,232.783,CNN
4949,247.97404,247.36212,CNN
4950,246.43535,237.09018,CNN
4951,244.16574,247.6903,CNN
4952,242.45517,247.47809,CNN
4953,247.18623,217.1335,CNN
4954,240.16759,249.71664,CNN
4955,233.333,233.67625,CNN
4956,246.63496,247.97885,CNN
4957,249.09042,241.70049,CNN
4958,246.16003,236.12082,CNN
4959,247.52159,230.50871,CNN
4960,244.64948,242.3915,CNN
4961,249.17169,238.86601,CNN
4962,249.72319,223.5401,CNN
4963,247.56717,249.47408,CNN
4964,240.86888,246.11134,CNN
4965,248.6096,235.9476,CNN
4966,241.67834,249.82689,CNN
4967,243.35368,246.52711,CNN
4968,238.14543,242.10585,CNN
4969,243.55956,234.01907,CNN
4970,242.31778,238.05511,CNN
4971,248.56137,233.6107,CNN
4972,247.57703,201.54704,CNN
4973,244.48698,247.27982,CNN
4974,249.5115,249.56985,CNN
4975,247.89018,235.95995,CNN
4976,247.09152,238.0324,CNN
4977,244.32834,233.87033,CNN
4978,248.19511,244.81471,CNN
4979,241.4055,249.58035,CNN
4980,243.37311,247.5241,CNN
4981,249.84972,233.8071,CNN
4982,249.3396,232.5384,CNN
4983,246.65038,225.47171,CNN
4984,247.77103,244.94043,CNN
4985,232.0338,239.87567,CNN
