,k1,k2
987,249.4189,246.81151
988,247.42902,247.2021
989,246.67307,246.66084
990,249.79745,245.93791
991,245.66095,247.39177
992,247.5505,247.58061
993,248.9744,247.77014
994,247.27168,247.10289
995,247.29501,247.36903
996,246.49542,247.46036
997,240.0523,247.89888
998,247.79263,247.02815
999,242.00691,248.07117
1000,248.08488,246.47949
1001,249.92302,246.1079
1002,249.63455,246.97934
1003,248.68686,246.98679
1004,249.96242,246.94649
1005,240.5538,247.70969
1006,249.20415,247.1216
1007,241.5932,247.6263
1008,247.5866,246.56786
1009,249.68747,248.13585
1010,246.83418,247.5998
1011,245.9798,247.02008
1012,248.82045,246.9322
1013,247.1605,246.96986
1014,249.62552,246.75319
1015,249.68513,246.42477
1016,247.6406,246.47697
1017,246.90663,246.84186
1018,248.69356,246.57526
1019,244.1112,246.87978
1020,249.5575,246.85292
1021,247.4171,246.54323
1022,249.72693,246.73097
1023,248.54251,247.21228
1024,249.50874,246.98706
1025,245.79382,246.94395
1026,249.5774,246.87462
1027,248.53731,246.38312
1028,248.82329,246.67972
1029,248.73914,246.74283
1030,249.08719,246.59438
1031,249.09946,246.83052
1032,249.2592,246.76817
1033,248.32724,246.91399
1034,242.87807,247.9217
1035,246.0632,246.88155
1036,246.65936,246.8052
1037,244.83391,247.71228
1038,247.88432,247.17105
1039,243.11526,247.29797
1040,240.93399,247.3838
1041,246.29703,246.60225
1042,240.93791,247.14612
1043,246.0319,247.16377
1044,249.60504,246.64677
1045,246.17807,247.60709
1046,248.51912,246.85257
1047,249.36774,246.20854
1048,247.35141,247.17471
1049,247.75568,246.79266
1050,249.34085,246.9339
1051,246.65086,246.51648
1052,245.22629,248.19337
1053,248.84082,246.9136
1054,249.6363,246.349
1055,245.70023,246.49069
1056,249.37029,246.63863
1057,248.18604,246.97269
1058,246.25888,246.85664
1059,249.79216,246.55966
1060,246.631,246.74617
1061,242.0067,247.42914
1062,249.01433,246.96254
1063,246.1383,247.0618
1064,249.57507,246.63487
1065,245.86298,246.99614
1066,245.75616,246.43619
1067,247.98363,246.50674
1068,245.72844,246.92096
1069,246.81169,247.25877
1070,242.71275,248.02573
1071,247.42598,247.90944
1072,249.55295,246.84804
1073,249.42351,246.23686
1074,249.907,247.04042
1075,248.01645,247.30415
1076,249.53606,246.8685
1077,248.94421,246.77414
1078,248.53923,246.78635
1079,249.35756,246.99121
1080,249.1235,246.85121
1081,248.94548,247.0469
1082,246.06306,246.87216
1083,245.52567,247.56609
1084,246.15538,246.9912
1085,245.68858,247.53215
1086,249.37592,246.428
1087,241.74629,247.16519
1088,241.91357,247.37997
1089,249.66112,246.58836
1090,245.34067,247.75694
1091,249.65852,246.92738
1092,248.09715,247.65706
1093,246.12956,247.10902
1094,248.07227,246.48038
1095,249.28568,246.56035
1096,249.75563,246.04745
1097,249.00201,246.40865
1098,248.83965,247.01659
1099,248.7011,246.63795
1100,246.45154,246.56421
1101,249.60588,246.87152
1102,248.637,246.29988
1103,247.9111,246.51048
1104,248.42673,246.821
1105,248.00792,247.36894
1106,247.73187,247.39145
1107,249.76982,247.1752
1108,249.95706,247.15378
1109,244.50888,247.05249
1110,245.14307,246.34575
1111,248.20395,246.97554
1112,248.66354,246.66507
1113,246.11882,246.94475
1114,248.54095,246.9856
1115,249.47939,246.84299
1116,249.24098,247.52036
1117,249.7478,247.29727
1118,247.79178,246.7205
1119,248.12813,247.00607
1120,247.58113,246.26758
1121,249.92314,246.7968
1122,249.30728,246.88593
1123,242.7223,247.5454
1124,246.85468,246.53502
1125,246.30873,246.79262
1126,241.38725,247.32442
1127,249.57668,246.8829
1128,248.84813,247.10146
1129,249.73633,246.51538
1130,248.99895,247.0348
1131,245.38203,247.31671
1132,249.61743,246.55305
1133,247.14189,247.28197
1134,244.36366,247.34717
1135,249.62756,246.75478
1136,245.32741,246.76218
1137,248.03142,247.26152
1138,248.21538,247.22775
1139,245.28922,247.30821
1140,248.07036,246.76756
1141,249.1978,246.37915
1142,247.73256,246.7055
1143,247.94914,246.67096
1144,244.90614,246.80075
1145,249.7717,246.9983
1146,249.04352,246.31581
1147,246.6972,247.27158
1148,241.85782,248.0581
1149,248.53232,246.806
1150,247.54811,247.23485
1151,249.81053,247.17557
1152,248.13013,246.5544
1153,248.91718,246.04697
